Run,Host,geo_loc_name_country
SRR14296091,Cattle,Mexico
SRR14296092,Cattle,Mexico
SRR14296093,Cattle,Mexico
SRR14296094,Cattle,Mexico
SRR14296095,Cattle,Mexico
SRR14296096,Cattle,Mexico
SRR14296097,Cattle,Mexico
SRR14296098,Cattle,Mexico
SRR14296099,Cattle,Mexico
SRR14296100,Cattle,Mexico
SRR14296101,Cattle,Mexico
SRR14296102,Cattle,Mexico
SRR14296103,Cattle,Mexico
SRR14296104,Cattle,Mexico
SRR14296105,Cattle,Mexico
SRR14296106,Cattle,Mexico
SRR14296107,Cattle,Mexico
SRR14296108,Cattle,Mexico
SRR14296109,Cattle,Mexico
SRR14296110,Cattle,Mexico
SRR14296111,Cattle,Mexico
SRR14296112,Cattle,Mexico
SRR14296113,Cattle,Mexico
SRR14296114,Cattle,Mexico
SRR14296115,Cattle,Mexico
SRR14296116,Cattle,Mexico
SRR14296117,Cattle,Mexico
SRR14296118,Cattle,Mexico
SRR14296119,Cattle,Mexico
SRR14296120,Cattle,Mexico
SRR14296121,Cattle,Mexico
SRR14296122,Cattle,Mexico
SRR14296123,Cattle,Mexico
SRR14296124,Cattle,Mexico
SRR14296125,Cattle,Mexico
SRR14296126,Cattle,Mexico
SRR14296127,Cattle,Mexico
SRR14296128,Cattle,Mexico
SRR14296129,Cattle,Mexico
SRR14296130,Cattle,Mexico
SRR14296131,Cattle,Mexico
SRR14296132,Cattle,Mexico
SRR14296133,Cattle,Mexico
SRR14296134,Cattle,Mexico
SRR14296135,Cattle,Mexico
SRR14296136,Cattle,Mexico
SRR14296137,Cattle,Mexico
SRR14296138,Cattle,Mexico
SRR14296139,Cattle,Mexico
SRR14296140,Cattle,Mexico
SRR14296141,Cattle,Mexico
SRR14296142,Cattle,Mexico
SRR14296143,Cattle,Mexico
SRR14296144,Cattle,Mexico
SRR14296145,Cattle,Mexico
SRR14296146,Cattle,Mexico
SRR14296147,Cattle,Mexico
SRR14296148,Cattle,Mexico
SRR14296149,Cattle,Mexico
SRR14296150,Cattle,Mexico
SRR14296151,Cattle,Mexico
SRR14296152,Cattle,Mexico
SRR14296153,Cattle,Mexico
SRR14296154,Cattle,Mexico
SRR14296155,Cattle,Mexico
SRR14296156,Cattle,Mexico
SRR14296157,Cattle,Mexico
SRR14296158,Cattle,Mexico
SRR14296159,Cattle,Mexico
SRR14296160,Cattle,Mexico
SRR14296161,Cattle,Mexico
SRR14296162,Cattle,Mexico
SRR14296163,Cattle,Mexico
SRR14296164,Cattle,Mexico
SRR14296165,Cattle,Mexico
SRR14296166,Cattle,Mexico
SRR14296167,Cattle,Mexico
SRR14296168,Cattle,Mexico
SRR14296169,Cattle,Mexico
SRR14296170,Cattle,Mexico
SRR14296171,Cattle,Mexico
SRR14296172,Cattle,Mexico
SRR14296173,Cattle,Mexico
SRR14296174,Cattle,Mexico
SRR14296175,Cattle,Mexico
SRR14296176,Cattle,Mexico
SRR14296177,Cattle,Mexico
SRR14296178,Cattle,Mexico
SRR14296179,Cattle,Mexico
SRR14296180,Cattle,Mexico
SRR14296181,Cattle,Mexico
SRR14296182,Cattle,Mexico
SRR14296183,Cattle,Mexico
SRR14296184,Cattle,Mexico
SRR14296185,Cattle,Mexico
SRR14296186,Cattle,Mexico
SRR14296187,Cattle,Mexico
SRR14296188,Cattle,Mexico
SRR14296189,Cattle,Mexico
SRR14296190,Cattle,Mexico
SRR14296191,Cattle,Mexico
SRR14296192,Cattle,Mexico
SRR14296193,Cattle,Mexico
SRR14296194,Cattle,Mexico
SRR14296195,Cattle,Mexico
SRR14296196,Cattle,Mexico
SRR14296197,Cattle,Mexico
SRR14296198,Cattle,Mexico
SRR14296199,Cattle,Mexico
SRR14296200,Cattle,Mexico
SRR14296201,Cattle,Mexico
SRR14296202,Cattle,Mexico
SRR14296203,Cattle,Mexico
SRR14296204,Cattle,Mexico
SRR14296205,Cattle,Mexico
SRR14296206,Cattle,Mexico
SRR14296207,Cattle,Mexico
SRR14296208,Cattle,Mexico
SRR14296209,Cattle,Mexico
SRR14296210,Cattle,Mexico
SRR14296211,Cattle,Mexico
SRR14296212,Cattle,Mexico
SRR14296213,Cattle,Mexico
SRR14296214,Cattle,Mexico
SRR14296215,Cattle,Mexico
SRR14296216,Cattle,Mexico
SRR14296217,Cattle,Mexico
SRR14296218,Cattle,Mexico
SRR14296219,Cattle,Mexico
SRR14296220,Cattle,Mexico
SRR14296221,Cattle,Mexico
SRR14296222,Cattle,Mexico
SRR14296223,Cattle,Mexico
SRR14296224,Cattle,Mexico
SRR14296225,Cattle,Mexico
SRR14296226,Cattle,Mexico
SRR14296227,Cattle,Mexico
SRR14296228,Cattle,Mexico
SRR14296229,Cattle,Mexico
SRR14296230,Cattle,Mexico
SRR14296231,Cattle,Mexico
SRR14296232,Cattle,Mexico
SRR14296233,Cattle,Mexico
SRR14296234,Cattle,Mexico
SRR14296235,Cattle,Mexico
SRR14296236,Cattle,Mexico
SRR14296237,Cattle,Mexico
SRR14296238,Cattle,Mexico
SRR14296239,Cattle,Mexico
SRR14296240,Cattle,Mexico
SRR14296241,Cattle,Mexico
SRR14296242,Cattle,Mexico
SRR14296243,Cattle,Mexico
SRR14296244,Cattle,Mexico
SRR14296245,Cattle,Mexico
SRR14296246,Cattle,Mexico
SRR14296247,Cattle,Mexico
SRR14296248,Cattle,Mexico
SRR14296249,Cattle,Mexico
SRR14296250,Cattle,Mexico
SRR14296251,Cattle,Mexico
SRR14296252,Cattle,Mexico
SRR14296253,Cattle,Mexico
SRR14296254,Cattle,Mexico
SRR14296255,Cattle,Mexico
SRR14296256,Cattle,Mexico
SRR14296257,Cattle,Mexico
SRR14296258,Cattle,Mexico
SRR14296259,Cattle,Mexico
SRR14296260,Cattle,Mexico
SRR14296261,Cattle,Mexico
SRR14296262,Cattle,Mexico
SRR14296263,Cattle,Mexico
SRR14296264,Cattle,Mexico
SRR14296265,Cattle,Mexico
SRR14296266,Cattle,Mexico
SRR14296267,Cattle,Mexico
SRR14296268,Cattle,Mexico
SRR14296269,Cattle,Mexico
SRR14296270,Cattle,Mexico
SRR14296271,Cattle,Mexico
SRR14296272,Cattle,Mexico
SRR14296273,Cattle,Mexico
SRR14296274,Cattle,Mexico
SRR14296275,Cattle,Mexico
SRR14296276,Cattle,Mexico
SRR14296277,Cattle,Mexico
SRR14296278,Cattle,Mexico
SRR14296279,Cattle,Mexico
SRR14296280,Cattle,Mexico
SRR14296281,Cattle,Mexico
SRR14296282,Cattle,Mexico
SRR14296283,Cattle,Mexico
SRR14296284,Cattle,Mexico
SRR14296285,Cattle,Mexico
SRR14296286,Cattle,Mexico
SRR14296287,Cattle,Mexico
SRR14296288,Cattle,Mexico
SRR14296289,Cattle,Mexico
SRR14296290,Cattle,Mexico
SRR14296291,Cattle,Mexico
SRR14296292,Cattle,Mexico
SRR14296293,Cattle,Mexico
SRR14296294,Cattle,Mexico
SRR14296295,Cattle,Mexico
SRR14296296,Cattle,Mexico
SRR14296297,Cattle,Mexico
SRR14296298,Cattle,Mexico
SRR14296299,Cattle,Mexico
SRR14296300,Cattle,Mexico
SRR14296301,Cattle,Mexico
SRR14296302,Cattle,Mexico
SRR14296303,Cattle,Mexico
SRR14296304,Cattle,Mexico
SRR14296305,Cattle,Mexico
SRR14296306,Cattle,Mexico
SRR14296307,Cattle,Mexico
SRR14296308,Cattle,Mexico
SRR14296309,Cattle,Mexico
SRR14296310,Cattle,Mexico
SRR14296311,Cattle,Mexico
SRR14296312,Cattle,Mexico
SRR14296313,Cattle,Mexico
SRR14296314,Cattle,Mexico
SRR14296315,Cattle,Mexico
SRR14296316,Cattle,Mexico
SRR14296317,Cattle,Mexico
SRR14296318,Cattle,Mexico
SRR14296319,Cattle,Mexico
SRR14296320,Cattle,Mexico
SRR14296321,Cattle,Mexico
SRR14296322,Cattle,Mexico
SRR14296323,Cattle,Mexico
SRR14296324,Cattle,Mexico
SRR14296325,Cattle,Mexico
SRR14296326,Cattle,Mexico
SRR14296327,Cattle,Mexico
SRR14296328,Cattle,Mexico
SRR14296329,Cattle,Mexico
SRR14296330,Cattle,Mexico
SRR14296331,Cattle,Mexico
SRR14296332,Cattle,Mexico
SRR14296333,Cattle,Mexico
SRR14296334,Cattle,Mexico
SRR14296335,Cattle,Mexico
SRR14296336,Cattle,Mexico
SRR14296337,Cattle,Mexico
SRR14296338,Cattle,Mexico
SRR14296339,Cattle,Mexico
SRR14296340,Cattle,Mexico
SRR14296341,Cattle,Mexico
SRR14296342,Cattle,Mexico
SRR14296343,Cattle,Mexico
SRR14296344,Cattle,Mexico
SRR14296345,Cattle,Mexico
SRR14296346,Cattle,Mexico
SRR14296347,Cattle,Mexico
SRR14296348,Cattle,Mexico
SRR14296349,Cattle,Mexico
SRR14296350,Cattle,Mexico
SRR14296351,Cattle,Mexico
SRR14296352,Cattle,Mexico
SRR14296353,Cattle,Mexico
SRR14296354,Cattle,Mexico
SRR14296355,Cattle,Mexico
SRR14296356,Cattle,Mexico
SRR14296357,Cattle,Mexico
SRR14296358,Cattle,Mexico
SRR14296359,Cattle,Mexico
SRR14296360,Cattle,Mexico
SRR14296361,Cattle,Mexico
SRR14296362,Cattle,Mexico
SRR14296363,Cattle,Mexico
SRR14296364,Cattle,Mexico
SRR14296365,Cattle,Mexico
SRR14296366,Cattle,Mexico
SRR14296367,Cattle,Mexico
SRR14296368,Cattle,Mexico
SRR14296369,Cattle,Mexico
SRR14296370,Cattle,Mexico
SRR14296371,Cattle,Mexico
SRR14296372,Cattle,Mexico
SRR14296373,Cattle,Mexico
SRR14296374,Cattle,Mexico
SRR14296375,Cattle,Mexico
SRR14296376,Cattle,Mexico
SRR14296377,Cattle,Mexico
SRR14296378,Cattle,Mexico
SRR14296379,Cattle,Mexico
SRR14296380,Cattle,Mexico
SRR14296381,Cattle,Mexico
SRR14296382,Cattle,Mexico
SRR14296383,Cattle,Mexico
SRR14296384,Cattle,Mexico
SRR14296385,Cattle,Mexico
SRR14296386,Cattle,Mexico
SRR14296387,Cattle,Mexico
SRR14296388,Cattle,Mexico
SRR14296389,Cattle,Mexico
SRR14296390,Cattle,Mexico
SRR14296391,Cattle,Mexico
SRR14296392,Cattle,Mexico
SRR14296393,Cattle,Mexico
SRR14296394,Cattle,Mexico
SRR14296395,Cattle,Mexico
SRR14296396,Cattle,Mexico
SRR14296397,Cattle,Mexico
SRR14296398,Cattle,Mexico
SRR14296399,Cattle,Mexico
SRR14296400,Cattle,Mexico
SRR14296401,Cattle,Mexico
SRR14296402,Cattle,Mexico
SRR14296403,Cattle,Mexico
SRR14296404,Cattle,Mexico
SRR14296405,Cattle,Mexico
SRR14296406,Cattle,Mexico
SRR14296407,Cattle,Mexico
SRR14296408,Cattle,Mexico
SRR14296409,Cattle,Mexico
SRR14296410,Cattle,Mexico
SRR14296411,Cattle,Mexico
SRR14296412,Cattle,Mexico
SRR14296413,Cattle,Mexico
SRR14296414,Cattle,Mexico
SRR14296415,Cattle,Mexico
SRR14296416,Cattle,Mexico
SRR14296417,Cattle,Mexico
SRR14296418,Cattle,Mexico
SRR14296419,Cattle,Mexico
SRR14296420,Cattle,Mexico
SRR14296421,Cattle,Mexico
SRR14296422,Cattle,Mexico
SRR14296423,Cattle,Mexico
SRR14296424,Cattle,Mexico
SRR14296425,Cattle,Mexico
SRR14296426,Cattle,Mexico
SRR14296427,Cattle,Mexico
SRR14296428,Cattle,Mexico
SRR14296429,Cattle,Mexico
SRR13199719,Cattle,Portugal
SRR13199720,Porcine,Portugal
SRR13199721,Cervid,Portugal
SRR13199722,Cattle,Portugal
SRR13199723,Porcine,Portugal
SRR13199724,Porcine,Portugal
SRR13199725,Porcine,Portugal
SRR13199726,Porcine,Portugal
SRR13199727,Cervid,Portugal
SRR13199728,Cattle,Portugal
SRR13199729,Cervid,Portugal
SRR13199730,Porcine,Portugal
SRR13199731,Cervid,Portugal
SRR13199732,Porcine,Portugal
SRR13199733,Cervid,Portugal
SRR13199734,Cattle,Portugal
SRR13199735,Cervid,Portugal
SRR13199736,Cattle,Portugal
SRR13199737,Porcine,Portugal
SRR13199738,Cervid,Portugal
SRR13199739,Cattle,Portugal
SRR13199740,Cattle,Portugal
SRR13199741,Cervid,Portugal
SRR13199742,Cervid,Portugal
SRR13199743,Cervid,Portugal
SRR13199744,Porcine,Portugal
SRR13199745,Cattle,Portugal
SRR13199746,Cattle,Portugal
SRR13199747,Cervid,Portugal
SRR13199748,Porcine,Portugal
SRR13199749,Cattle,Portugal
SRR13199750,Cattle,Portugal
SRR13199751,Cervid,Portugal
SRR13199752,Porcine,Portugal
SRR13199753,Cattle,Portugal
SRR13199754,Cervid,Portugal
SRR13199755,Cervid,Portugal
SRR13199756,Cervid,Portugal
SRR13199757,Cattle,Portugal
SRR13199758,Cattle,Portugal
SRR13199759,Porcine,Portugal
SRR13199760,Cattle,Portugal
SRR13199761,Cervid,Portugal
SRR13199762,Cattle,Portugal
SRR13938829,Cattle,USA
SRR13938830,Cattle,USA
SRR16278219,Cattle,China
SRR16278220,Cattle,China
SRR16278221,Cattle,China
SRR16278222,Cattle,China
SRR16278223,Cattle,China
SRR16278224,Cattle,China
SRR16278225,Cattle,China
SRR16278226,Cattle,China
SRR16278227,Cattle,China
SRR16278228,Cattle,China
SRR16278229,Cattle,China
SRR16278230,Cattle,China
SRR16278231,Cattle,China
SRR16278232,Cattle,China
SRR16278233,Cattle,China
SRR16278234,Cattle,China
SRR16278235,Cattle,China
SRR16278236,Cattle,China
SRR16278238,Cattle,China
SRR16278239,Cattle,China
SRR16278240,Cattle,China
SRR16278241,Cattle,China
SRR16278242,Cattle,China
SRR16278243,Cattle,China
SRR16278244,Cattle,China
SRR16278245,Cattle,China
SRR16278246,Cattle,China
SRR16278247,Cattle,China
SRR16278248,Cattle,China
SRR16278249,Cattle,China
SRR16278250,Cattle,China
SRR16278251,Cattle,China
SRR16278252,Cattle,China
SRR16278253,Cattle,China
SRR16278254,Cattle,China
SRR16278255,Cattle,China
SRR16278256,Cattle,China
SRR16278257,Cattle,China
SRR16278258,Cattle,China
SRR16278259,Cattle,China
SRR16278260,Cattle,China
SRR16278261,Cattle,China
SRR16278262,Cattle,China
SRR16278263,Cattle,China
SRR16278264,Cattle,China
SRR16278265,Cattle,China
SRR16278266,Cattle,China
SRR16278267,Cattle,China
SRR16278268,Cattle,China
SRR16278269,Cattle,China
SRR16278270,Cattle,China
SRR16278271,Cattle,China
SRR16278272,Cattle,China
SRR16278274,Cattle,China
SRR16278275,Cattle,China
SRR16278276,Cattle,China
SRR16278277,Cattle,China
SRR16278278,Cattle,China
SRR16278279,Cattle,China
SRR16278280,Cattle,China
SRR16278281,Cattle,China
SRR16278282,Cattle,China
SRR16278283,Cattle,China
SRR16278284,Cattle,China
SRR16278285,Cattle,China
SRR16278286,Cattle,China
SRR16278287,Cattle,China
SRR16278288,Cattle,China
SRR16278289,Cattle,China
SRR16278290,Cattle,China
SRR16278291,Cattle,China
SRR16278292,Cattle,China
SRR5196685,Porcine,France
SRR5216690,Cattle,New Zealand
SRR5216691,Cattle,New Zealand
SRR5216692,Cattle,New Zealand
SRR5216693,Cattle,New Zealand
SRR5216694,Cattle,New Zealand
SRR5216695,Cattle,New Zealand
SRR5216696,Possum,New Zealand
SRR5216697,Possum,New Zealand
SRR5216698,Possum,New Zealand
SRR5216699,Possum,New Zealand
SRR5216700,Ferret,New Zealand
SRR5216701,Cattle,New Zealand
SRR5216702,Cattle,New Zealand
SRR5216703,Cattle,New Zealand
SRR5216704,Cattle,New Zealand
SRR5216705,Ferret,New Zealand
SRR5216706,Cattle,New Zealand
SRR5216707,Cattle,New Zealand
SRR5216708,Cattle,New Zealand
SRR5216709,Possum,New Zealand
SRR5216710,Cattle,New Zealand
SRR5216711,Possum,New Zealand
SRR5216712,Cattle,New Zealand
SRR5216713,Possum,New Zealand
SRR5216714,Cattle,New Zealand
SRR5216715,Ferret,New Zealand
SRR5216716,Ferret,New Zealand
SRR5216717,Cattle,New Zealand
SRR5216718,Cattle,New Zealand
SRR5216719,Cattle,New Zealand
SRR5216720,Possum,New Zealand
SRR5216721,Ferret,New Zealand
SRR5216722,Cattle,New Zealand
SRR5216723,Cattle,New Zealand
SRR5216724,Ferret,New Zealand
SRR5216725,Cattle,New Zealand
SRR5216726,Cattle,New Zealand
SRR5216727,Possum,New Zealand
SRR5216728,Cattle,New Zealand
SRR5216729,Possum,New Zealand
SRR5216730,Possum,New Zealand
SRR5216731,Ferret,New Zealand
SRR5216732,Cattle,New Zealand
SRR5216733,Possum,New Zealand
SRR5216734,Cattle,New Zealand
SRR5216735,Cattle,New Zealand
SRR5216736,Cattle,New Zealand
SRR5216737,Cattle,New Zealand
SRR5216738,Cattle,New Zealand
SRR5216739,Ferret,New Zealand
SRR5216740,Cattle,New Zealand
SRR5216741,Cattle,New Zealand
SRR5216742,Cattle,New Zealand
SRR5216743,Cattle,New Zealand
SRR5216744,Cattle,New Zealand
SRR5216745,Cattle,New Zealand
SRR5216746,Possum,New Zealand
SRR5216747,Ferret,New Zealand
SRR5216748,Cattle,New Zealand
SRR5216749,Porcine,New Zealand
SRR5216750,Cattle,New Zealand
SRR5216751,Cattle,New Zealand
SRR5216752,Ferret,New Zealand
SRR5216753,Possum,New Zealand
SRR5216754,Cattle,New Zealand
SRR5216755,Cattle,New Zealand
SRR5216756,Cattle,New Zealand
SRR5216757,Possum,New Zealand
SRR5216758,Possum,New Zealand
SRR5216759,Cattle,New Zealand
SRR5216760,Cattle,New Zealand
SRR5216761,Ferret,New Zealand
SRR5216762,Cattle,New Zealand
SRR5216763,Cattle,New Zealand
SRR5216764,Cattle,New Zealand
SRR5216765,Cervid,New Zealand
SRR5216766,Cattle,New Zealand
SRR5216767,Porcine,New Zealand
SRR5216768,Cattle,New Zealand
SRR5216769,Cattle,New Zealand
SRR5216770,Cattle,New Zealand
SRR5216771,Ferret,New Zealand
SRR5216772,Cattle,New Zealand
SRR5216773,Cattle,New Zealand
SRR5216774,Cattle,New Zealand
SRR5216775,Cattle,New Zealand
SRR5216776,Cattle,New Zealand
SRR5216777,Cattle,New Zealand
SRR5216778,Cattle,New Zealand
SRR5216779,Possum,New Zealand
SRR5216780,Cattle,New Zealand
SRR5216781,Cattle,New Zealand
SRR5216782,Cattle,New Zealand
SRR5216783,Ferret,New Zealand
SRR5216784,Cattle,New Zealand
SRR5216785,Cattle,New Zealand
SRR5216786,Cattle,New Zealand
SRR5216787,Cattle,New Zealand
SRR5216788,Cattle,New Zealand
SRR5216789,Cattle,New Zealand
SRR5216790,Cattle,New Zealand
SRR5216791,Cattle,New Zealand
SRR5216792,Cattle,New Zealand
SRR5216793,Ferret,New Zealand
SRR5216794,Possum,New Zealand
SRR5216795,Cattle,New Zealand
SRR5216796,Ferret,New Zealand
SRR5216797,Porcine,New Zealand
SRR5216798,Cattle,New Zealand
SRR5216799,Cattle,New Zealand
SRR5216800,Cattle,New Zealand
SRR5216801,Cattle,New Zealand
SRR5216802,Ferret,New Zealand
SRR5216803,Possum,New Zealand
SRR5216804,Cattle,New Zealand
SRR5216805,Cattle,New Zealand
SRR5216806,Ferret,New Zealand
SRR5216807,Cattle,New Zealand
SRR5216808,Cattle,New Zealand
SRR5216809,Possum,New Zealand
SRR5216810,Possum,New Zealand
SRR5216811,Ferret,New Zealand
SRR5216812,Cattle,New Zealand
SRR5216813,Cattle,New Zealand
SRR5216814,Ferret,New Zealand
SRR5216815,Cattle,New Zealand
SRR5216816,Cattle,New Zealand
SRR5216817,Ferret,New Zealand
SRR5216818,Cattle,New Zealand
SRR5216819,Cattle,New Zealand
SRR5216820,Stoat,New Zealand
SRR5216821,Cattle,New Zealand
SRR5216822,Cattle,New Zealand
SRR5216823,Cattle,New Zealand
SRR5216824,Ferret,New Zealand
SRR5216825,Cattle,New Zealand
SRR5216826,Cattle,New Zealand
SRR5216827,Ferret,New Zealand
SRR5216828,Cattle,New Zealand
SRR5216829,Cattle,New Zealand
SRR5216830,Cattle,New Zealand
SRR5216831,Possum,New Zealand
SRR5216832,Cattle,New Zealand
SRR5216833,Cattle,New Zealand
SRR5216834,Cattle,New Zealand
SRR5216835,Cattle,New Zealand
SRR5216836,Porcine,New Zealand
SRR5216837,Possum,New Zealand
SRR5216838,Cattle,New Zealand
SRR5216839,Cattle,New Zealand
SRR5216840,Cattle,New Zealand
SRR5216841,Cattle,New Zealand
SRR5216842,Ferret,New Zealand
SRR5216843,Possum,New Zealand
SRR5216844,Cattle,New Zealand
SRR5216845,Cattle,New Zealand
SRR5216846,Cattle,New Zealand
SRR5216847,Cattle,New Zealand
SRR5216848,Possum,New Zealand
SRR5216849,Cattle,New Zealand
SRR5216850,Cattle,New Zealand
SRR5216851,Cattle,New Zealand
SRR5216852,Possum,New Zealand
SRR5216853,Cattle,New Zealand
SRR5216854,Cattle,New Zealand
SRR5216855,Cattle,New Zealand
SRR5216856,Cattle,New Zealand
SRR5216857,Cattle,New Zealand
SRR5216858,Possum,New Zealand
SRR5216859,Cattle,New Zealand
SRR5216860,Cattle,New Zealand
SRR5216861,Ferret,New Zealand
SRR5216862,Cattle,New Zealand
SRR5216863,Cattle,New Zealand
SRR5216864,Cattle,New Zealand
SRR5216865,Cattle,New Zealand
SRR5216866,Cattle,New Zealand
SRR5216867,Ferret,New Zealand
SRR5216868,Cattle,New Zealand
SRR5216869,Cattle,New Zealand
SRR5216870,Cattle,New Zealand
SRR5216871,Possum,New Zealand
SRR5216872,Cattle,New Zealand
SRR5216873,Possum,New Zealand
SRR5216874,Cattle,New Zealand
SRR5216875,Porcine,New Zealand
SRR5216876,Cattle,New Zealand
SRR5216877,Possum,New Zealand
SRR5216878,Ferret,New Zealand
SRR5216879,Possum,New Zealand
SRR5216880,Cattle,New Zealand
SRR5216881,Cattle,New Zealand
SRR5216882,Cervid,New Zealand
SRR5216883,Cattle,New Zealand
SRR5216884,Cattle,New Zealand
SRR5216885,Cattle,New Zealand
SRR5216886,Porcine,New Zealand
SRR5216887,Cattle,New Zealand
SRR5216888,Possum,New Zealand
SRR5216889,Cattle,New Zealand
SRR5216890,Possum,New Zealand
SRR5216891,Possum,New Zealand
SRR5216892,Possum,New Zealand
SRR5216893,Cattle,New Zealand
SRR5216894,Cattle,New Zealand
SRR5216895,Possum,New Zealand
SRR5216896,Cattle,New Zealand
SRR5216897,Cattle,New Zealand
SRR5216898,Possum,New Zealand
SRR5216899,Ferret,New Zealand
SRR5216900,Cattle,New Zealand
SRR5216901,Cattle,New Zealand
SRR5216902,Cattle,New Zealand
SRR5216903,Cattle,New Zealand
SRR5216904,Ferret,New Zealand
SRR5216905,Cattle,New Zealand
SRR5216906,Ferret,New Zealand
SRR5216907,Cattle,New Zealand
SRR5216908,Ferret,New Zealand
SRR5216909,Ferret,New Zealand
SRR5216910,Possum,New Zealand
SRR5216911,Cattle,New Zealand
SRR5216912,Possum,New Zealand
SRR5216913,Cattle,New Zealand
SRR5216914,Cattle,New Zealand
SRR5216915,Cattle,New Zealand
SRR5216916,Cattle,New Zealand
SRR5216917,Possum,New Zealand
SRR5216918,Cattle,New Zealand
SRR5216919,Possum,New Zealand
SRR5216920,Ferret,New Zealand
SRR5216921,Cattle,New Zealand
SRR5216922,Possum,New Zealand
SRR5216923,Cattle,New Zealand
SRR5216924,Cattle,New Zealand
SRR5216925,Cattle,New Zealand
SRR5216926,Cattle,New Zealand
SRR5216927,Possum,New Zealand
SRR5216928,Cattle,New Zealand
SRR5216929,Cattle,New Zealand
SRR5216930,Cattle,New Zealand
SRR5216931,Cattle,New Zealand
SRR5216932,Cattle,New Zealand
SRR5216933,Cattle,New Zealand
SRR5216934,Cattle,New Zealand
SRR5216935,Cattle,New Zealand
SRR5216936,Cattle,New Zealand
SRR5216937,Cattle,New Zealand
SRR5216938,Cattle,New Zealand
SRR5216939,Cattle,New Zealand
SRR5216940,Cattle,New Zealand
SRR5216941,Cattle,New Zealand
SRR5216942,Cattle,New Zealand
SRR5216943,Cattle,New Zealand
SRR5216944,Cattle,New Zealand
SRR5216945,Possum,New Zealand
SRR5216946,Porcine,New Zealand
SRR5216947,Cattle,New Zealand
SRR5216948,Cattle,New Zealand
SRR5216949,Cattle,New Zealand
SRR5216950,Cattle,New Zealand
SRR5216951,Possum,New Zealand
SRR5216952,Cattle,New Zealand
SRR5216953,Cattle,New Zealand
SRR5216954,Ferret,New Zealand
SRR5216955,Cattle,New Zealand
SRR5216956,Cattle,New Zealand
SRR5216957,Ferret,New Zealand
SRR5216958,Ferret,New Zealand
SRR5216959,Ferret,New Zealand
SRR5216960,Possum,New Zealand
SRR5216961,Cattle,New Zealand
SRR5216962,Cattle,New Zealand
SRR5216963,Cattle,New Zealand
SRR5216964,Possum,New Zealand
SRR5216965,Cervid,New Zealand
SRR5216966,Cattle,New Zealand
SRR5216967,Cattle,New Zealand
SRR5216968,Cattle,New Zealand
SRR5216969,Cattle,New Zealand
SRR5216970,Cattle,New Zealand
SRR5216971,Ferret,New Zealand
SRR5216972,Possum,New Zealand
SRR5216973,Possum,New Zealand
SRR5216974,Possum,New Zealand
SRR5216975,Cattle,New Zealand
SRR5216976,Cattle,New Zealand
SRR5216977,Cattle,New Zealand
SRR5216978,Ferret,New Zealand
SRR5216979,Possum,New Zealand
SRR5216980,Possum,New Zealand
SRR5216981,Possum,New Zealand
SRR5216982,Cattle,New Zealand
SRR5216983,Cervid,New Zealand
SRR5216984,Possum,New Zealand
SRR5216985,Cattle,New Zealand
SRR1791692,Cervid,USA
SRR1791693,Cattle,USA
SRR1791694,Feline,USA
SRR1791695,Cattle,USA
